country,country_code_2_digit,country_code_3_digit,population,reported_date,hospital_occupancy_count,icu_occupancy_count,source
Slovenia,SI,SVN,2080908,2020-09-02T00:00:00.0000000,26,4,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-02T00:00:00.0000000,768,,Country_Website
Austria,AT,AUT,8858775,2020-09-01T00:00:00.0000000,149,30,Country_Website
Belgium,BE,BEL,11455519,2020-09-01T00:00:00.0000000,226,68,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-01T00:00:00.0000000,727,65,External_Github
Croatia,HR,HRV,4076246,2020-09-01T00:00:00.0000000,258,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-01T00:00:00.0000000,172,40,Country_Website
Denmark,DK,DNK,5806081,2020-09-01T00:00:00.0000000,20,4,Country_Website
Estonia,EE,EST,1324820,2020-09-01T00:00:00.0000000,8,0,Country_API
France,FR,FRA,67012883,2020-09-01T00:00:00.0000000,4586,418,Country_Website
Hungary,HU,HUN,9772756,2020-09-01T00:00:00.0000000,96,7,JRC
Iceland,IS,ISL,356991,2020-09-01T00:00:00.0000000,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-09-01T00:00:00.0000000,36,6,Country_Website
Italy,IT,ITA,60359546,2020-09-01T00:00:00.0000000,1487,107,Country_Github
Latvia,LV,LVA,1919968,2020-09-01T00:00:00.0000000,5,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-01T00:00:00.0000000,16,1,Country_Website
Netherlands,NL,NLD,17282163,2020-09-01T00:00:00.0000000,,41,Other Website
Norway,NO,NOR,5328212,2020-09-01T00:00:00.0000000,11,,Country_API
Poland,PL,POL,37972812,2020-09-01T00:00:00.0000000,2138,,Country_Website
Portugal,PT,PRT,10276617,2020-09-01T00:00:00.0000000,350,44,Country_Website
Romania,RO,ROU,19414458,2020-09-01T00:00:00.0000000,,522,Country_Website
Slovakia,SK,SVK,5450421,2020-09-01T00:00:00.0000000,77,,JRC
Slovenia,SI,SVN,2080908,2020-09-01T00:00:00.0000000,25,3,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-01T00:00:00.0000000,828,,Country_Website
Austria,AT,AUT,8858775,2020-08-31T00:00:00.0000000,154,31,Country_Website
Belgium,BE,BEL,11455519,2020-08-31T00:00:00.0000000,243,74,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-31T00:00:00.0000000,726,63,External_Github
Croatia,HR,HRV,4076246,2020-08-31T00:00:00.0000000,251,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-31T00:00:00.0000000,172,35,Country_Website
Denmark,DK,DNK,5806081,2020-08-31T00:00:00.0000000,23,4,Country_Website
Estonia,EE,EST,1324820,2020-08-31T00:00:00.0000000,9,0,Country_API
Finland,FI,FIN,5517919,2020-08-31T00:00:00.0000000,10,1,External_Github
France,FR,FRA,67012883,2020-08-31T00:00:00.0000000,4564,403,Country_Website
Hungary,HU,HUN,9772756,2020-08-31T00:00:00.0000000,103,7,JRC
Iceland,IS,ISL,356991,2020-08-31T00:00:00.0000000,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-08-31T00:00:00.0000000,35,6,Country_Website
Italy,IT,ITA,60359546,2020-08-31T00:00:00.0000000,1382,94,Country_Github
Latvia,LV,LVA,1919968,2020-08-31T00:00:00.0000000,5,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-31T00:00:00.0000000,28,2,Country_Website
Netherlands,NL,NLD,17282163,2020-08-31T00:00:00.0000000,,45,Other Website
Norway,NO,NOR,5328212,2020-08-31T00:00:00.0000000,12,,Country_API
Poland,PL,POL,37972812,2020-08-31T00:00:00.0000000,2249,,Country_Website
Portugal,PT,PRT,10276617,2020-08-31T00:00:00.0000000,349,41,Country_Website
Romania,RO,ROU,19414458,2020-08-31T00:00:00.0000000,,506,Country_Website
Slovakia,SK,SVK,5450421,2020-08-31T00:00:00.0000000,77,,JRC
Slovenia,SI,SVN,2080908,2020-08-31T00:00:00.0000000,25,3,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-31T00:00:00.0000000,821,,Country_Website
Austria,AT,AUT,8858775,2020-08-30T00:00:00.0000000,140,30,Country_Website
Belgium,BE,BEL,11455519,2020-08-30T00:00:00.0000000,233,71,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-30T00:00:00.0000000,723,61,External_Github
Croatia,HR,HRV,4076246,2020-08-30T00:00:00.0000000,229,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-30T00:00:00.0000000,153,35,Country_Website
Denmark,DK,DNK,5806081,2020-08-30T00:00:00.0000000,21,4,Country_Website
Estonia,EE,EST,1324820,2020-08-30T00:00:00.0000000,9,0,Country_API
France,FR,FRA,67012883,2020-08-30T00:00:00.0000000,4517,396,Country_Website
Hungary,HU,HUN,9772756,2020-08-30T00:00:00.0000000,90,7,JRC
Iceland,IS,ISL,356991,2020-08-30T00:00:00.0000000,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-08-30T00:00:00.0000000,33,5,Country_Website
Italy,IT,ITA,60359546,2020-08-30T00:00:00.0000000,1337,86,Country_Github
Latvia,LV,LVA,1919968,2020-08-30T00:00:00.0000000,4,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-30T00:00:00.0000000,27,2,Country_Website
Netherlands,NL,NLD,17282163,2020-08-30T00:00:00.0000000,,46,Other Website
Poland,PL,POL,37972812,2020-08-30T00:00:00.0000000,2242,,Country_Website
Portugal,PT,PRT,10276617,2020-08-30T00:00:00.0000000,341,41,Country_Website
Romania,RO,ROU,19414458,2020-08-30T00:00:00.0000000,,492,Country_Website
Slovakia,SK,SVK,5450421,2020-08-30T00:00:00.0000000,76,,JRC
Slovenia,SI,SVN,2080908,2020-08-30T00:00:00.0000000,24,3,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-30T00:00:00.0000000,798,,Country_Website
Austria,AT,AUT,8858775,2020-08-29T00:00:00.0000000,144,30,Country_Website
Belgium,BE,BEL,11455519,2020-08-29T00:00:00.0000000,230,72,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-29T00:00:00.0000000,712,59,External_Github
Croatia,HR,HRV,4076246,2020-08-29T00:00:00.0000000,211,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-29T00:00:00.0000000,156,37,Country_Website
Denmark,DK,DNK,5806081,2020-08-29T00:00:00.0000000,21,4,Country_Website
Estonia,EE,EST,1324820,2020-08-29T00:00:00.0000000,9,0,Country_API
France,FR,FRA,67012883,2020-08-29T00:00:00.0000000,4512,394,Country_Website
Hungary,HU,HUN,9772756,2020-08-29T00:00:00.0000000,90,7,JRC
Iceland,IS,ISL,356991,2020-08-29T00:00:00.0000000,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-08-29T00:00:00.0000000,30,5,Country_Website
Italy,IT,ITA,60359546,2020-08-29T00:00:00.0000000,1247,79,Country_Github
Latvia,LV,LVA,1919968,2020-08-29T00:00:00.0000000,4,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-29T00:00:00.0000000,23,3,Country_Website
Netherlands,NL,NLD,17282163,2020-08-29T00:00:00.0000000,,41,Other Website
Poland,PL,POL,37972812,2020-08-29T00:00:00.0000000,2237,,Country_Website
Portugal,PT,PRT,10276617,2020-08-29T00:00:00.0000000,324,40,Country_Website
Romania,RO,ROU,19414458,2020-08-29T00:00:00.0000000,,490,Country_Website
Slovakia,SK,SVK,5450421,2020-08-29T00:00:00.0000000,76,,JRC
Slovenia,SI,SVN,2080908,2020-08-29T00:00:00.0000000,23,2,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-29T00:00:00.0000000,796,,Country_Website
Austria,AT,AUT,8858775,2020-08-28T00:00:00.0000000,146,27,Country_Website
Belgium,BE,BEL,11455519,2020-08-28T00:00:00.0000000,252,77,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-28T00:00:00.0000000,726,65,External_Github
Croatia,HR,HRV,4076246,2020-08-28T00:00:00.0000000,212,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-28T00:00:00.0000000,158,37,Country_Website
Denmark,DK,DNK,5806081,2020-08-28T00:00:00.0000000,21,2,Country_Website
Estonia,EE,EST,1324820,2020-08-28T00:00:00.0000000,9,0,Country_API
Finland,FI,FIN,5517919,2020-08-28T00:00:00.0000000,11,1,External_Github
France,FR,FRA,67012883,2020-08-28T00:00:00.0000000,4517,381,Country_Website
Iceland,IS,ISL,356991,2020-08-28T00:00:00.0000000,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-08-28T00:00:00.0000000,32,5,Country_Website
Italy,IT,ITA,60359546,2020-08-28T00:00:00.0000000,1252,74,Country_Github
Latvia,LV,LVA,1919968,2020-08-28T00:00:00.0000000,4,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-28T00:00:00.0000000,25,4,Country_Website
Netherlands,NL,NLD,17282163,2020-08-28T00:00:00.0000000,,41,Other Website
Norway,NO,NOR,5328212,2020-08-28T00:00:00.0000000,16,,Country_API
Poland,PL,POL,37972812,2020-08-28T00:00:00.0000000,2221,,Country_Website
Portugal,PT,PRT,10276617,2020-08-28T00:00:00.0000000,334,38,Country_Website
Romania,RO,ROU,19414458,2020-08-28T00:00:00.0000000,,497,Country_Website
Slovenia,SI,SVN,2080908,2020-08-28T00:00:00.0000000,22,1,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-28T00:00:00.0000000,769,,Country_Website
Austria,AT,AUT,8858775,2020-08-27T00:00:00.0000000,145,24,Country_Website
Belgium,BE,BEL,11455519,2020-08-27T00:00:00.0000000,257,82,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-27T00:00:00.0000000,741,60,External_Github
Croatia,HR,HRV,4076246,2020-08-27T00:00:00.0000000,194,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-27T00:00:00.0000000,147,34,Country_Website
Denmark,DK,DNK,5806081,2020-08-27T00:00:00.0000000,19,2,Country_Website
Estonia,EE,EST,1324820,2020-08-27T00:00:00.0000000,12,0,Country_API
France,FR,FRA,67012883,2020-08-27T00:00:00.0000000,4517,375,Country_Website
Hungary,HU,HUN,9772756,2020-08-27T00:00:00.0000000,78,7,JRC
Iceland,IS,ISL,356991,2020-08-27T00:00:00.0000000,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-08-27T00:00:00.0000000,29,5,Country_Website
Italy,IT,ITA,60359546,2020-08-27T00:00:00.0000000,1198,67,Country_Github
Latvia,LV,LVA,1919968,2020-08-27T00:00:00.0000000,5,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-27T00:00:00.0000000,30,2,Country_Website
Netherlands,NL,NLD,17282163,2020-08-27T00:00:00.0000000,,43,Other Website
Norway,NO,NOR,5328212,2020-08-27T00:00:00.0000000,17,,Country_API
Poland,PL,POL,37972812,2020-08-27T00:00:00.0000000,2185,,Country_Website
Portugal,PT,PRT,10276617,2020-08-27T00:00:00.0000000,317,35,Country_Website
Romania,RO,ROU,19414458,2020-08-27T00:00:00.0000000,,492,Country_Website
Slovakia,SK,SVK,5450421,2020-08-27T00:00:00.0000000,72,,JRC
Slovenia,SI,SVN,2080908,2020-08-27T00:00:00.0000000,23,1,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-27T00:00:00.0000000,787,,Country_Website
Austria,AT,AUT,8858775,2020-08-26T00:00:00.0000000,141,23,Country_Website
Belgium,BE,BEL,11455519,2020-08-26T00:00:00.0000000,260,81,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-26T00:00:00.0000000,715,64,External_Github
Croatia,HR,HRV,4076246,2020-08-26T00:00:00.0000000,174,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-26T00:00:00.0000000,134,34,Country_Website
Denmark,DK,DNK,5806081,2020-08-26T00:00:00.0000000,19,3,Country_Website
Estonia,EE,EST,1324820,2020-08-26T00:00:00.0000000,10,0,Country_API
Finland,FI,FIN,5517919,2020-08-26T00:00:00.0000000,5,1,External_Github
France,FR,FRA,67012883,2020-08-26T00:00:00.0000000,4535,373,Country_Website
Hungary,HU,HUN,9772756,2020-08-26T00:00:00.0000000,64,7,JRC
Iceland,IS,ISL,356991,2020-08-26T00:00:00.0000000,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-08-26T00:00:00.0000000,26,4,Country_Website
Italy,IT,ITA,60359546,2020-08-26T00:00:00.0000000,1124,69,Country_Github
Latvia,LV,LVA,1919968,2020-08-26T00:00:00.0000000,3,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-26T00:00:00.0000000,27,2,Country_Website
Netherlands,NL,NLD,17282163,2020-08-26T00:00:00.0000000,,43,Other Website
Norway,NO,NOR,5328212,2020-08-26T00:00:00.0000000,17,,Country_API
Poland,PL,POL,37972812,2020-08-26T00:00:00.0000000,2170,,Country_Website
Portugal,PT,PRT,10276617,2020-08-26T00:00:00.0000000,311,38,Country_Website
Romania,RO,ROU,19414458,2020-08-26T00:00:00.0000000,,502,Country_Website
Slovakia,SK,SVK,5450421,2020-08-26T00:00:00.0000000,70,,JRC
Slovenia,SI,SVN,2080908,2020-08-26T00:00:00.0000000,20,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-26T00:00:00.0000000,776,,Country_Website
Austria,AT,AUT,8858775,2020-08-25T00:00:00.0000000,137,23,Country_Website
Belgium,BE,BEL,11455519,2020-08-25T00:00:00.0000000,282,85,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-25T00:00:00.0000000,714,65,External_Github
Croatia,HR,HRV,4076246,2020-08-25T00:00:00.0000000,167,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-25T00:00:00.0000000,131,32,Country_Website
Denmark,DK,DNK,5806081,2020-08-25T00:00:00.0000000,21,3,Country_Website
Estonia,EE,EST,1324820,2020-08-25T00:00:00.0000000,10,0,Country_API
France,FR,FRA,67012883,2020-08-25T00:00:00.0000000,4578,401,Country_Website
Hungary,HU,HUN,9772756,2020-08-25T00:00:00.0000000,57,7,JRC
Iceland,IS,ISL,356991,2020-08-25T00:00:00.0000000,1,0,Country_Website
Ireland,IE,IRL,4904240,2020-08-25T00:00:00.0000000,26,4,Country_Website
Italy,IT,ITA,60359546,2020-08-25T00:00:00.0000000,1124,66,Country_Github
Latvia,LV,LVA,1919968,2020-08-25T00:00:00.0000000,4,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-25T00:00:00.0000000,33,2,Country_Website
Netherlands,NL,NLD,17282163,2020-08-25T00:00:00.0000000,,45,Other Website
Norway,NO,NOR,5328212,2020-08-25T00:00:00.0000000,18,,Country_API
Poland,PL,POL,37972812,2020-08-25T00:00:00.0000000,2167,,Country_Website
Portugal,PT,PRT,10276617,2020-08-25T00:00:00.0000000,325,41,Country_Website
Romania,RO,ROU,19414458,2020-08-25T00:00:00.0000000,,490,Country_Website
Slovakia,SK,SVK,5450421,2020-08-25T00:00:00.0000000,65,,JRC
Slovenia,SI,SVN,2080908,2020-08-25T00:00:00.0000000,17,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-25T00:00:00.0000000,793,,Country_Website
Austria,AT,AUT,8858775,2020-08-24T00:00:00.0000000,135,23,Country_Website
Belgium,BE,BEL,11455519,2020-08-24T00:00:00.0000000,320,89,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-24T00:00:00.0000000,745,74,External_Github
Croatia,HR,HRV,4076246,2020-08-24T00:00:00.0000000,163,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-24T00:00:00.0000000,125,31,Country_Website
Denmark,DK,DNK,5806081,2020-08-24T00:00:00.0000000,20,3,Country_Website
Estonia,EE,EST,1324820,2020-08-24T00:00:00.0000000,11,0,Country_API
Finland,FI,FIN,5517919,2020-08-24T00:00:00.0000000,12,1,External_Github
France,FR,FRA,67012883,2020-08-24T00:00:00.0000000,4664,387,Country_Website
Hungary,HU,HUN,9772756,2020-08-24T00:00:00.0000000,59,9,JRC
Iceland,IS,ISL,356991,2020-08-24T00:00:00.0000000,1,0,Country_Website
Ireland,IE,IRL,4904240,2020-08-24T00:00:00.0000000,27,5,Country_Website
Italy,IT,ITA,60359546,2020-08-24T00:00:00.0000000,1110,65,Country_Github
Latvia,LV,LVA,1919968,2020-08-24T00:00:00.0000000,5,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-24T00:00:00.0000000,32,1,Country_Website
Netherlands,NL,NLD,17282163,2020-08-24T00:00:00.0000000,,50,Other Website
Norway,NO,NOR,5328212,2020-08-24T00:00:00.0000000,17,,Country_API
Poland,PL,POL,37972812,2020-08-24T00:00:00.0000000,2207,,Country_Website
Portugal,PT,PRT,10276617,2020-08-24T00:00:00.0000000,321,44,Country_Website
Romania,RO,ROU,19414458,2020-08-24T00:00:00.0000000,,494,Country_Website
Slovenia,SI,SVN,2080908,2020-08-24T00:00:00.0000000,17,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-24T00:00:00.0000000,818,,Country_Website
Austria,AT,AUT,8858775,2020-08-23T00:00:00.0000000,116,23,Country_Website
Belgium,BE,BEL,11455519,2020-08-23T00:00:00.0000000,312,87,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-23T00:00:00.0000000,743,74,External_Github
Croatia,HR,HRV,4076246,2020-08-23T00:00:00.0000000,155,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-23T00:00:00.0000000,123,24,Country_Website
Denmark,DK,DNK,5806081,2020-08-23T00:00:00.0000000,19,2,Country_Website
Estonia,EE,EST,1324820,2020-08-23T00:00:00.0000000,12,0,Country_API
France,FR,FRA,67012883,2020-08-23T00:00:00.0000000,4683,371,Country_Website
Hungary,HU,HUN,9772756,2020-08-23T00:00:00.0000000,59,7,JRC
Iceland,IS,ISL,356991,2020-08-23T00:00:00.0000000,1,0,Country_Website
Ireland,IE,IRL,4904240,2020-08-23T00:00:00.0000000,21,6,Country_Website
Italy,IT,ITA,60359546,2020-08-23T00:00:00.0000000,1040,69,Country_Github
Latvia,LV,LVA,1919968,2020-08-23T00:00:00.0000000,4,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-23T00:00:00.0000000,31,1,Country_Website
Netherlands,NL,NLD,17282163,2020-08-23T00:00:00.0000000,,50,Other Website
Poland,PL,POL,37972812,2020-08-23T00:00:00.0000000,2195,,Country_Website
Portugal,PT,PRT,10276617,2020-08-23T00:00:00.0000000,317,47,Country_Website
Romania,RO,ROU,19414458,2020-08-23T00:00:00.0000000,,480,Country_Website
Slovakia,SK,SVK,5450421,2020-08-23T00:00:00.0000000,61,,JRC
Slovenia,SI,SVN,2080908,2020-08-23T00:00:00.0000000,17,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-23T00:00:00.0000000,812,,Country_Website
Austria,AT,AUT,8858775,2020-08-22T00:00:00.0000000,116,22,Country_Website
Belgium,BE,BEL,11455519,2020-08-22T00:00:00.0000000,310,85,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-22T00:00:00.0000000,734,73,External_Github
Croatia,HR,HRV,4076246,2020-08-22T00:00:00.0000000,143,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-22T00:00:00.0000000,119,26,Country_Website
Denmark,DK,DNK,5806081,2020-08-22T00:00:00.0000000,22,1,Country_Website
Estonia,EE,EST,1324820,2020-08-22T00:00:00.0000000,9,0,Country_API
France,FR,FRA,67012883,2020-08-22T00:00:00.0000000,4685,368,Country_Website
Hungary,HU,HUN,9772756,2020-08-22T00:00:00.0000000,60,7,JRC
Iceland,IS,ISL,356991,2020-08-22T00:00:00.0000000,1,0,Country_Website
Ireland,IE,IRL,4904240,2020-08-22T00:00:00.0000000,20,6,Country_Website
Italy,IT,ITA,60359546,2020-08-22T00:00:00.0000000,988,64,Country_Github
Latvia,LV,LVA,1919968,2020-08-22T00:00:00.0000000,3,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-22T00:00:00.0000000,32,1,Country_Website
Netherlands,NL,NLD,17282163,2020-08-22T00:00:00.0000000,,47,Other Website
Poland,PL,POL,37972812,2020-08-22T00:00:00.0000000,2189,,Country_Website
Portugal,PT,PRT,10276617,2020-08-22T00:00:00.0000000,316,42,Country_Website
Romania,RO,ROU,19414458,2020-08-22T00:00:00.0000000,,504,Country_Website
Slovenia,SI,SVN,2080908,2020-08-22T00:00:00.0000000,18,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-22T00:00:00.0000000,885,,Country_Website
Austria,AT,AUT,8858775,2020-08-21T00:00:00.0000000,112,22,Country_Website
Belgium,BE,BEL,11455519,2020-08-21T00:00:00.0000000,314,84,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-21T00:00:00.0000000,766,63,External_Github
Croatia,HR,HRV,4076246,2020-08-21T00:00:00.0000000,135,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-21T00:00:00.0000000,119,23,Country_Website
Denmark,DK,DNK,5806081,2020-08-21T00:00:00.0000000,22,1,Country_Website
Estonia,EE,EST,1324820,2020-08-21T00:00:00.0000000,11,0,Country_API
Finland,FI,FIN,5517919,2020-08-21T00:00:00.0000000,11,0,External_Github
France,FR,FRA,67012883,2020-08-21T00:00:00.0000000,4720,367,Country_Website
Hungary,HU,HUN,9772756,2020-08-21T00:00:00.0000000,58,6,JRC
Iceland,IS,ISL,356991,2020-08-21T00:00:00.0000000,1,0,Country_Website
Ireland,IE,IRL,4904240,2020-08-21T00:00:00.0000000,18,6,Country_Website
Italy,IT,ITA,60359546,2020-08-21T00:00:00.0000000,988,69,Country_Github
Latvia,LV,LVA,1919968,2020-08-21T00:00:00.0000000,3,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-21T00:00:00.0000000,27,1,Country_Website
Netherlands,NL,NLD,17282163,2020-08-21T00:00:00.0000000,,51,Other Website
Norway,NO,NOR,5328212,2020-08-21T00:00:00.0000000,13,,Country_API
Poland,PL,POL,37972812,2020-08-21T00:00:00.0000000,2151,,Country_Website
Portugal,PT,PRT,10276617,2020-08-21T00:00:00.0000000,321,41,Country_Website
Romania,RO,ROU,19414458,2020-08-21T00:00:00.0000000,,497,Country_Website
Slovakia,SK,SVK,5450421,2020-08-21T00:00:00.0000000,60,,JRC
Slovenia,SI,SVN,2080908,2020-08-21T00:00:00.0000000,18,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-21T00:00:00.0000000,832,,Country_Website
Austria,AT,AUT,8858775,2020-08-20T00:00:00.0000000,116,21,Country_Website
Belgium,BE,BEL,11455519,2020-08-20T00:00:00.0000000,303,82,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-20T00:00:00.0000000,752,60,External_Github
Croatia,HR,HRV,4076246,2020-08-20T00:00:00.0000000,127,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-20T00:00:00.0000000,117,24,Country_Website
Denmark,DK,DNK,5806081,2020-08-20T00:00:00.0000000,20,1,Country_Website
Estonia,EE,EST,1324820,2020-08-20T00:00:00.0000000,10,0,Country_API
France,FR,FRA,67012883,2020-08-20T00:00:00.0000000,4723,368,Country_Website
Hungary,HU,HUN,9772756,2020-08-20T00:00:00.0000000,57,7,JRC
Iceland,IS,ISL,356991,2020-08-20T00:00:00.0000000,1,0,Country_Website
Ireland,IE,IRL,4904240,2020-08-20T00:00:00.0000000,16,6,Country_Website
Italy,IT,ITA,60359546,2020-08-20T00:00:00.0000000,951,68,Country_Github
Latvia,LV,LVA,1919968,2020-08-20T00:00:00.0000000,2,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-20T00:00:00.0000000,40,3,Country_Website
Netherlands,NL,NLD,17282163,2020-08-20T00:00:00.0000000,,47,Other Website
Norway,NO,NOR,5328212,2020-08-20T00:00:00.0000000,10,,Country_API
Poland,PL,POL,37972812,2020-08-20T00:00:00.0000000,2110,,Country_Website
Portugal,PT,PRT,10276617,2020-08-20T00:00:00.0000000,334,39,Country_Website
Romania,RO,ROU,19414458,2020-08-20T00:00:00.0000000,,489,Country_Website
Slovakia,SK,SVK,5450421,2020-08-20T00:00:00.0000000,59,,JRC
Slovenia,SI,SVN,2080908,2020-08-20T00:00:00.0000000,17,2,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-20T00:00:00.0000000,866,,Country_Website
Austria,AT,AUT,8858775,2020-08-19T00:00:00.0000000,121,20,Country_Website
Belgium,BE,BEL,11455519,2020-08-19T00:00:00.0000000,334,83,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-19T00:00:00.0000000,782,61,External_Github
Croatia,HR,HRV,4076246,2020-08-19T00:00:00.0000000,122,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-19T00:00:00.0000000,110,25,Country_Website
Denmark,DK,DNK,5806081,2020-08-19T00:00:00.0000000,16,1,Country_Website
Estonia,EE,EST,1324820,2020-08-19T00:00:00.0000000,10,1,Country_API
Finland,FI,FIN,5517919,2020-08-19T00:00:00.0000000,8,0,External_Github
France,FR,FRA,67012883,2020-08-19T00:00:00.0000000,4781,362,Country_Website
Hungary,HU,HUN,9772756,2020-08-19T00:00:00.0000000,57,7,JRC
Iceland,IS,ISL,356991,2020-08-19T00:00:00.0000000,1,0,Country_Website
